name,review,rating
"OsoCozy 6 Pack Prefolds Unbleached Cloth Diapers, Size 1","I'm a first time cloth diaper-er and haven't tried any other prefold. After doing my amazon review research these were my favorite and I haven't been disappointed. I use the jellyroll method with diaper pins and use a thirsties size 1 cover. There are very rarely any blowouts, and when there are it never gets on the clothes. They're very absorbent - our little girl hasn't needed night changes since maybe 4-5 weeks old (she's a light night soiler though). I don't even use a liner with them at night (which is only aggravating because they're bought, washed, and unreturnable. Oh well - backup wipes!).Most importantly they don't irritate her bum. I use Bordeaux's natural butt paste (green bottle) since it won't clog the cloth. On the rare occasion I have to use disposables, by 2 days of using the cloth any diaper rash starts fading and by 5-7 days its completely gone.I didn't bother with a toilet sprayer, I just rinse mine in the basement slop sink when I have a small load (2 days worth, approx 24-30 diapers). I also use rock the green detergent for them in bare naked babies which I love.We've been using these prefolds at 9 lbs (when her cord fell off) first we folded it in the back, we started front folding at 12 lbs. I think they might shrink a little because some do not fit the same as others, but its so subtle it's not an actual complaint, that's just why we started front folding. Even with a front fold she has yet to poo up past the back of the diaper (the back fold pocket would catch some of that before it went to disaster status).She's 15 lbs now and we still have to fold it down in the front - but not nearly as much. By 18 lbs I'm guessing well stop folding down. Just to give you a size reference.We also had the better fit infant size (purple edging, up to 16lbs) they were great too, these are still our main ones because they have a broader weight range (when rolling and pinning).Good luck!",5
"OXO Tot Sprout Chair, Orange/Birch",This Chair is high quality and not difficult to put together.  This is a well made easy to use item,5
ERGObaby Teething Pads,They suck up the drrol and keep my babys face from the rough material of the carrier,4
Fisher-Price Stride to Ride Walker,I LOVE THIS TOY _ ITS GREAT!!! IT REALLY HELPED MY DAUGHTER LEARN TO WALK-SHE STARTED WALKING AT 10MONTHS AND IM GUESSING BEACUSE OF THIS - SHE LOVED IT= AND ACTAULLY STILL DOES- SHES 2 NOW -,5
Medela Harmony Manual Breast Pump,"I had to travel and didn't want to bring my large electrical breast pump. So I ordered this manual pump and I like it.Pros:- Easy to use - I like the letdown trigger- Easy to assemble- Easy to clean- Small for travel or a quick pump without pulling out the electric pumpCons:- Sometimes if I screw the bottle on too tight, the suction decreases. I unscrew by one thread and it seems to work better.",4
"Playtex Nurser With Drop-Ins Liner, 4 Ounce, Colors May Vary, 3-Count",This bottle system is wonderful.  The liners are so easy to use and they're even better for keeping everything clean and sterile.  They're wonderful!  My baby goes between bottles and being nursed and she has no problem at all.,5
Chicco Activity Baby Walker,"I received this item as a christmas gift for my son when her was six months old,but didn't open it until  My son absolutely loves this product. It's very interactive and the music that plays while he walking makes him want to walk with it more often.I have one big issue with this item which is why it lost three stars. The issue I have is that the hole where a child can put the balls in is big enough to where my twelve month old could reach his hand and arm into it. I was in the next room working on dinner when I heard this blood curdling scream from my son. I went in to find out why and found he had his arm up to his elbow stuck in the ball hole. It took me a bit to angle his arm out. His arm was red for about an hour or so and it also left a small bruise.",2
Econobum One Size Cloth Diapers Trial Pack (Mirror),Very economical. .. but not for us.  We switched to rumparooz and gave these away.,3
"Regalo Easy Step Walk Thru Gate, White",We have several gates that are used in verious areas of our house (day care) the quality of the gate is well known to us and this one was no exception.,5
Dwink Box - the Only True Universal Juice Box Holder,A great tool for a toddler with a juice box.  It keeps little man from squeezing the juice out of the box and he seems to like hanging on to the handles.,5
"Graco My Ride 65 LX Convertible Car Seat, Rane","This car seat has surpassed my expectations. I love that I can adjust the straps from the front. We had the Graco Snugride and it was a pain in the butt to adjust straps. My only word of caution is it's huge. If you have a 2 door car, you may want to consider another car seat. We have twins and have 2 of these seats and they take up our whole back seat. Other than that these are wonderful car seats to own and they are well worth the money. Our girls are almost a year old and we expect them to be able to use these seats until they are at least 3 years old.",5
